Name,Age,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
Montes,20,55,45.0,27.0,52.0,50.0,22.0,49.0,29.0,33.0,41.0,48.0,67.0,64.0,59.0,56.0,54.0,39.0,58.0,62.0,53.0,35.0,46.0,53.0,43.0,43.0,38.0,39.0,54.0,58.0,59.0,13.0,10.0,13.0,14.0,13.0
N. Khalifa,22,55,53.0,23.0,42.0,51.0,18.0,47.0,34.0,35.0,49.0,49.0,72.0,73.0,58.0,48.0,76.0,24.0,60.0,56.0,49.0,27.0,49.0,51.0,48.0,44.0,40.0,37.0,49.0,53.0,52.0,13.0,13.0,15.0,10.0,5.0
A. Fisher,20,55,12.0,5.0,13.0,35.0,7.0,13.0,11.0,11.0,28.0,34.0,36.0,31.0,40.0,45.0,41.0,26.0,42.0,29.0,37.0,5.0,20.0,9.0,6.0,24.0,11.0,32.0,27.0,10.0,14.0,58.0,53.0,52.0,52.0,60.0
C. Lindley,20,55,41.0,39.0,45.0,65.0,41.0,49.0,31.0,40.0,60.0,53.0,64.0,62.0,58.0,55.0,70.0,52.0,61.0,52.0,54.0,35.0,59.0,45.0,55.0,50.0,40.0,41.0,14.0,45.0,45.0,14.0,6.0,10.0,7.0,10.0
M. Borgogno,19,55,13.0,5.0,14.0,25.0,10.0,6.0,12.0,11.0,20.0,15.0,17.0,22.0,22.0,52.0,44.0,26.0,59.0,17.0,47.0,6.0,24.0,7.0,8.0,37.0,14.0,37.0,10.0,11.0,12.0,55.0,53.0,50.0,54.0,54.0
H. Al Shaie,20,55,47.0,57.0,47.0,51.0,46.0,54.0,43.0,32.0,44.0,52.0,72.0,71.0,57.0,54.0,86.0,48.0,59.0,53.0,36.0,51.0,34.0,12.0,56.0,50.0,54.0,49.0,11.0,15.0,13.0,9.0,7.0,11.0,12.0,13.0
G. Haag,18,55,32.0,22.0,52.0,51.0,29.0,38.0,29.0,30.0,48.0,49.0,61.0,55.0,48.0,49.0,58.0,37.0,64.0,62.0,55.0,28.0,60.0,54.0,33.0,47.0,36.0,45.0,51.0,62.0,59.0,11.0,9.0,12.0,13.0,9.0
C. McVey,21,55,55.0,25.0,46.0,58.0,26.0,50.0,38.0,27.0,56.0,55.0,66.0,63.0,58.0,52.0,65.0,38.0,62.0,64.0,63.0,42.0,58.0,46.0,46.0,42.0,39.0,44.0,48.0,51.0,52.0,10.0,13.0,12.0,10.0,9.0
I. Ibañez,21,55,43.0,48.0,52.0,49.0,31.0,52.0,38.0,33.0,32.0,48.0,75.0,74.0,54.0,48.0,51.0,48.0,56.0,48.0,54.0,48.0,50.0,53.0,56.0,16.0,59.0,42.0,55.0,56.0,52.0,13.0,10.0,13.0,13.0,12.0
H. Sobol,18,55,33.0,62.0,55.0,51.0,39.0,49.0,35.0,32.0,35.0,51.0,56.0,54.0,63.0,56.0,68.0,51.0,75.0,63.0,62.0,56.0,34.0,21.0,51.0,41.0,68.0,48.0,44.0,23.0,25.0,5.0,14.0,6.0,6.0,7.0
Cristian Arco,23,55,17.0,13.0,15.0,27.0,16.0,17.0,11.0,19.0,17.0,16.0,46.0,46.0,30.0,60.0,65.0,20.0,56.0,54.0,55.0,11.0,24.0,17.0,17.0,11.0,23.0,24.0,12.0,19.0,17.0,56.0,53.0,55.0,53.0,52.0
G. Satalino,19,55,14.0,6.0,11.0,28.0,9.0,7.0,13.0,11.0,22.0,17.0,24.0,16.0,28.0,55.0,32.0,19.0,48.0,19.0,51.0,5.0,25.0,13.0,8.0,21.0,18.0,41.0,9.0,10.0,10.0,51.0,55.0,48.0,56.0,56.0
A. Diaz,18,55,43.0,66.0,49.0,55.0,63.0,50.0,63.0,45.0,42.0,61.0,59.0,65.0,65.0,36.0,72.0,70.0,58.0,40.0,47.0,62.0,36.0,20.0,55.0,53.0,68.0,49.0,52.0,28.0,31.0,6.0,7.0,10.0,13.0,6.0
M. Hauptmann,18,55,42.0,45.0,42.0,60.0,44.0,53.0,53.0,39.0,54.0,57.0,67.0,67.0,75.0,50.0,89.0,50.0,63.0,51.0,45.0,32.0,40.0,23.0,50.0,50.0,43.0,55.0,30.0,43.0,39.0,10.0,15.0,8.0,8.0,15.0
S. Kelly,28,55,54.0,41.0,49.0,48.0,34.0,49.0,50.0,50.0,50.0,54.0,54.0,56.0,52.0,52.0,57.0,47.0,51.0,62.0,59.0,46.0,58.0,54.0,42.0,49.0,38.0,55.0,51.0,53.0,54.0,14.0,15.0,8.0,12.0,7.0
K. Zobeck,28,55,20.0,17.0,13.0,23.0,20.0,20.0,19.0,18.0,19.0,22.0,45.0,41.0,35.0,50.0,50.0,25.0,55.0,21.0,62.0,19.0,46.0,23.0,18.0,18.0,29.0,44.0,9.0,16.0,15.0,55.0,54.0,54.0,54.0,55.0
G. McDonagh,20,55,31.0,60.0,59.0,40.0,42.0,41.0,41.0,31.0,31.0,48.0,73.0,70.0,69.0,51.0,68.0,44.0,66.0,59.0,61.0,45.0,30.0,18.0,54.0,51.0,59.0,44.0,22.0,13.0,11.0,8.0,13.0,11.0,13.0,13.0
D. Bielica,19,55,11.0,9.0,11.0,30.0,5.0,6.0,14.0,14.0,28.0,13.0,32.0,25.0,31.0,49.0,33.0,24.0,58.0,26.0,54.0,7.0,25.0,11.0,7.0,41.0,12.0,46.0,20.0,13.0,14.0,55.0,56.0,62.0,56.0,57.0
M. Akjah,20,55,18.0,9.0,22.0,27.0,11.0,11.0,19.0,13.0,20.0,14.0,32.0,35.0,39.0,48.0,49.0,27.0,61.0,24.0,55.0,14.0,16.0,11.0,9.0,39.0,20.0,56.0,11.0,14.0,15.0,56.0,57.0,54.0,49.0,56.0
R. Sandford,19,55,16.0,11.0,13.0,25.0,12.0,21.0,13.0,15.0,26.0,24.0,34.0,37.0,36.0,41.0,46.0,23.0,41.0,21.0,52.0,18.0,25.0,11.0,6.0,32.0,19.0,34.0,13.0,14.0,13.0,57.0,56.0,55.0,55.0,56.0
R. Slater,18,55,39.0,48.0,51.0,61.0,39.0,48.0,44.0,36.0,58.0,56.0,66.0,65.0,57.0,49.0,58.0,63.0,53.0,74.0,53.0,58.0,72.0,44.0,36.0,45.0,47.0,43.0,44.0,56.0,52.0,12.0,6.0,9.0,6.0,6.0
A. Al Nassar,26,55,58.0,32.0,44.0,53.0,38.0,58.0,40.0,36.0,53.0,56.0,65.0,70.0,71.0,57.0,69.0,54.0,65.0,32.0,58.0,36.0,50.0,40.0,52.0,48.0,50.0,41.0,28.0,48.0,43.0,8.0,10.0,8.0,14.0,10.0
A. Al Shehry,22,55,9.0,6.0,12.0,21.0,10.0,12.0,11.0,10.0,20.0,15.0,29.0,33.0,33.0,48.0,40.0,25.0,68.0,26.0,42.0,10.0,19.0,13.0,4.0,28.0,12.0,39.0,14.0,13.0,10.0,55.0,51.0,51.0,53.0,59.0
M. Kristensen,25,55,20.0,57.0,62.0,46.0,43.0,45.0,27.0,27.0,32.0,45.0,46.0,50.0,37.0,50.0,40.0,62.0,40.0,55.0,77.0,40.0,52.0,18.0,57.0,45.0,56.0,45.0,22.0,21.0,18.0,8.0,12.0,14.0,7.0,8.0
E. Wearen,25,55,54.0,56.0,54.0,58.0,55.0,55.0,54.0,54.0,55.0,55.0,54.0,55.0,62.0,51.0,66.0,57.0,57.0,62.0,53.0,56.0,58.0,50.0,53.0,58.0,58.0,53.0,55.0,49.0,47.0,16.0,8.0,8.0,14.0,15.0
M. Solberg,23,55,34.0,57.0,57.0,45.0,46.0,49.0,37.0,28.0,41.0,50.0,62.0,55.0,70.0,52.0,71.0,55.0,71.0,60.0,65.0,46.0,34.0,14.0,57.0,47.0,56.0,54.0,40.0,18.0,12.0,10.0,10.0,15.0,15.0,8.0
Gianluca Zanette,21,55,15.0,9.0,11.0,18.0,8.0,14.0,12.0,13.0,27.0,16.0,21.0,29.0,22.0,40.0,29.0,24.0,58.0,30.0,75.0,11.0,23.0,8.0,8.0,28.0,11.0,35.0,21.0,12.0,11.0,55.0,57.0,55.0,54.0,56.0
T. Bloor,18,55,51.0,40.0,42.0,45.0,25.0,45.0,52.0,52.0,41.0,44.0,75.0,74.0,64.0,49.0,64.0,42.0,67.0,78.0,62.0,38.0,80.0,50.0,46.0,42.0,41.0,50.0,53.0,48.0,51.0,5.0,13.0,13.0,11.0,12.0
V. Arzayus,26,55,33.0,58.0,62.0,46.0,39.0,48.0,30.0,25.0,38.0,49.0,44.0,48.0,49.0,51.0,51.0,51.0,62.0,46.0,74.0,54.0,34.0,13.0,60.0,48.0,55.0,53.0,11.0,17.0,11.0,14.0,7.0,12.0,10.0,8.0
M. Kaastrup,17,55,56.0,40.0,26.0,50.0,34.0,55.0,38.0,32.0,42.0,58.0,71.0,76.0,83.0,43.0,66.0,44.0,82.0,71.0,52.0,32.0,32.0,14.0,47.0,46.0,43.0,44.0,38.0,17.0,15.0,14.0,7.0,13.0,11.0,6.0
J. Sinclair,30,55,51.0,43.0,37.0,48.0,42.0,50.0,47.0,35.0,44.0,55.0,71.0,67.0,69.0,53.0,81.0,60.0,62.0,69.0,70.0,52.0,67.0,50.0,42.0,49.0,36.0,42.0,50.0,50.0,52.0,8.0,15.0,10.0,7.0,11.0
P. Gueye,19,55,40.0,30.0,51.0,59.0,42.0,52.0,35.0,34.0,49.0,55.0,59.0,61.0,40.0,54.0,47.0,57.0,50.0,56.0,52.0,33.0,53.0,50.0,39.0,55.0,39.0,52.0,54.0,58.0,53.0,12.0,12.0,12.0,14.0,12.0
M. Godoy,21,55,47.0,60.0,31.0,57.0,51.0,57.0,44.0,36.0,41.0,53.0,71.0,67.0,61.0,41.0,77.0,66.0,37.0,35.0,56.0,39.0,33.0,25.0,61.0,46.0,51.0,45.0,21.0,22.0,23.0,9.0,7.0,12.0,7.0,8.0
J. Łoś,17,55,27.0,58.0,61.0,45.0,44.0,42.0,32.0,28.0,32.0,53.0,64.0,65.0,48.0,51.0,73.0,51.0,64.0,67.0,43.0,43.0,53.0,23.0,56.0,45.0,59.0,50.0,41.0,26.0,17.0,8.0,15.0,6.0,12.0,7.0
S. Gussiås,18,55,30.0,54.0,56.0,43.0,44.0,51.0,33.0,31.0,29.0,53.0,57.0,61.0,52.0,48.0,57.0,58.0,61.0,55.0,74.0,52.0,62.0,14.0,54.0,44.0,58.0,45.0,27.0,15.0,20.0,7.0,5.0,12.0,9.0,14.0
G. Piras,19,55,22.0,21.0,48.0,31.0,23.0,30.0,28.0,28.0,28.0,32.0,54.0,55.0,48.0,48.0,49.0,37.0,68.0,62.0,73.0,26.0,50.0,49.0,25.0,30.0,41.0,46.0,55.0,58.0,57.0,8.0,6.0,15.0,9.0,11.0
J. Sowerby,23,55,31.0,46.0,51.0,61.0,35.0,57.0,36.0,30.0,54.0,53.0,45.0,51.0,66.0,51.0,61.0,47.0,70.0,64.0,48.0,49.0,33.0,40.0,53.0,51.0,57.0,43.0,44.0,44.0,33.0,8.0,12.0,10.0,13.0,9.0
Taliby,21,55,12.0,9.0,14.0,22.0,7.0,13.0,14.0,11.0,22.0,15.0,15.0,29.0,23.0,41.0,46.0,25.0,57.0,26.0,51.0,5.0,17.0,7.0,8.0,26.0,16.0,35.0,23.0,10.0,12.0,55.0,53.0,51.0,53.0,61.0
P. Waring,19,55,30.0,58.0,46.0,43.0,38.0,53.0,35.0,30.0,32.0,43.0,69.0,74.0,56.0,52.0,68.0,58.0,68.0,52.0,60.0,49.0,25.0,12.0,52.0,48.0,61.0,49.0,18.0,10.0,12.0,14.0,9.0,6.0,6.0,7.0
A. Agouda,19,55,31.0,57.0,52.0,44.0,40.0,45.0,41.0,31.0,33.0,52.0,73.0,73.0,70.0,53.0,81.0,47.0,69.0,51.0,58.0,51.0,37.0,20.0,59.0,46.0,58.0,45.0,17.0,23.0,19.0,13.0,13.0,8.0,14.0,8.0
T. Mitchell,18,55,54.0,30.0,51.0,38.0,36.0,66.0,37.0,39.0,33.0,47.0,60.0,52.0,56.0,56.0,60.0,29.0,54.0,47.0,47.0,31.0,62.0,56.0,48.0,38.0,45.0,43.0,56.0,62.0,59.0,9.0,12.0,14.0,8.0,14.0
H. Acar,23,55,43.0,41.0,53.0,63.0,32.0,59.0,45.0,44.0,55.0,52.0,52.0,63.0,56.0,51.0,56.0,54.0,63.0,56.0,51.0,39.0,57.0,43.0,48.0,59.0,52.0,49.0,60.0,54.0,47.0,10.0,7.0,11.0,9.0,12.0
K. Ahmadi,19,55,53.0,46.0,37.0,47.0,42.0,54.0,40.0,39.0,49.0,56.0,72.0,71.0,63.0,45.0,78.0,59.0,83.0,44.0,47.0,35.0,43.0,30.0,54.0,56.0,47.0,50.0,32.0,24.0,25.0,11.0,14.0,10.0,11.0,7.0
B. Maher,17,55,13.0,10.0,7.0,38.0,12.0,24.0,14.0,11.0,35.0,26.0,41.0,44.0,47.0,41.0,52.0,29.0,58.0,37.0,40.0,12.0,31.0,15.0,10.0,45.0,16.0,36.0,10.0,17.0,15.0,55.0,56.0,54.0,54.0,56.0
A. Al Shammari,19,55,40.0,39.0,26.0,64.0,41.0,57.0,44.0,36.0,56.0,58.0,70.0,77.0,75.0,40.0,86.0,45.0,33.0,52.0,32.0,37.0,43.0,26.0,53.0,51.0,41.0,57.0,30.0,21.0,27.0,13.0,14.0,8.0,13.0,8.0
A. Haroon,19,55,47.0,27.0,44.0,33.0,24.0,45.0,30.0,27.0,29.0,31.0,62.0,75.0,50.0,52.0,77.0,26.0,67.0,64.0,68.0,29.0,54.0,60.0,37.0,38.0,32.0,34.0,51.0,58.0,52.0,9.0,10.0,6.0,12.0,12.0
R. Edmonds-Green,19,55,28.0,18.0,49.0,38.0,23.0,30.0,26.0,28.0,30.0,43.0,61.0,54.0,39.0,51.0,65.0,40.0,68.0,51.0,61.0,19.0,53.0,59.0,24.0,27.0,33.0,50.0,59.0,54.0,52.0,14.0,8.0,11.0,12.0,14.0
N. Sheron,20,55,27.0,23.0,52.0,43.0,29.0,24.0,26.0,27.0,24.0,39.0,55.0,53.0,37.0,52.0,67.0,33.0,70.0,52.0,60.0,21.0,53.0,51.0,25.0,28.0,35.0,38.0,55.0,58.0,50.0,10.0,8.0,15.0,10.0,11.0
S. Baptiste,20,55,36.0,36.0,52.0,60.0,32.0,50.0,35.0,38.0,56.0,57.0,56.0,61.0,55.0,56.0,56.0,48.0,61.0,55.0,52.0,35.0,54.0,52.0,40.0,54.0,37.0,37.0,42.0,54.0,49.0,5.0,13.0,10.0,15.0,14.0
M. El Idrissy,19,55,40.0,55.0,60.0,51.0,48.0,46.0,39.0,35.0,45.0,48.0,59.0,55.0,57.0,53.0,54.0,54.0,62.0,53.0,49.0,51.0,33.0,14.0,59.0,50.0,62.0,49.0,20.0,19.0,14.0,9.0,9.0,7.0,5.0,12.0
C. Goddard,21,55,55.0,53.0,45.0,56.0,51.0,59.0,48.0,45.0,53.0,54.0,72.0,62.0,73.0,43.0,79.0,58.0,47.0,61.0,32.0,46.0,38.0,27.0,48.0,51.0,60.0,46.0,28.0,33.0,28.0,14.0,7.0,13.0,13.0,10.0
B. Leiva,20,55,47.0,58.0,54.0,40.0,20.0,64.0,40.0,45.0,40.0,57.0,65.0,45.0,59.0,53.0,79.0,56.0,62.0,49.0,46.0,45.0,50.0,54.0,58.0,49.0,38.0,54.0,33.0,47.0,48.0,13.0,5.0,9.0,9.0,9.0
R. Kamber,22,55,49.0,53.0,50.0,63.0,48.0,52.0,54.0,48.0,66.0,56.0,67.0,65.0,57.0,48.0,57.0,49.0,50.0,52.0,72.0,43.0,45.0,31.0,48.0,60.0,50.0,61.0,32.0,45.0,42.0,12.0,11.0,8.0,9.0,8.0
M. Valenta,18,55,39.0,40.0,41.0,62.0,40.0,57.0,40.0,41.0,51.0,56.0,68.0,67.0,58.0,63.0,87.0,49.0,50.0,53.0,33.0,43.0,44.0,59.0,45.0,45.0,44.0,59.0,38.0,47.0,42.0,6.0,7.0,12.0,12.0,14.0
T. Forbes,22,55,49.0,24.0,45.0,27.0,29.0,53.0,26.0,27.0,24.0,53.0,73.0,70.0,66.0,55.0,64.0,24.0,64.0,60.0,59.0,30.0,50.0,51.0,53.0,32.0,37.0,53.0,51.0,61.0,60.0,12.0,10.0,9.0,9.0,13.0
K. Lara,19,55,35.0,29.0,50.0,45.0,35.0,60.0,32.0,40.0,27.0,48.0,68.0,70.0,60.0,57.0,60.0,27.0,62.0,55.0,61.0,26.0,51.0,52.0,45.0,35.0,41.0,42.0,65.0,55.0,54.0,13.0,10.0,10.0,11.0,8.0
A. Baun,22,55,50.0,42.0,53.0,54.0,54.0,54.0,46.0,35.0,49.0,55.0,78.0,81.0,52.0,36.0,60.0,59.0,45.0,50.0,65.0,34.0,41.0,15.0,52.0,53.0,48.0,45.0,48.0,25.0,24.0,7.0,8.0,13.0,12.0,10.0
B. Niezgoda,18,55,11.0,7.0,13.0,19.0,6.0,6.0,14.0,14.0,18.0,10.0,19.0,26.0,22.0,47.0,21.0,26.0,30.0,24.0,73.0,7.0,22.0,13.0,6.0,30.0,10.0,48.0,17.0,14.0,11.0,59.0,57.0,45.0,47.0,58.0
A. Doğan,16,55,29.0,22.0,52.0,40.0,28.0,34.0,26.0,33.0,30.0,36.0,54.0,54.0,45.0,46.0,68.0,43.0,66.0,58.0,49.0,20.0,47.0,55.0,32.0,30.0,44.0,41.0,52.0,67.0,58.0,14.0,14.0,10.0,5.0,8.0
A. Payne,18,55,34.0,44.0,53.0,63.0,39.0,50.0,35.0,39.0,59.0,55.0,67.0,61.0,58.0,63.0,70.0,50.0,59.0,66.0,52.0,34.0,58.0,45.0,49.0,43.0,48.0,45.0,60.0,55.0,51.0,14.0,13.0,10.0,7.0,8.0
J. López,18,55,54.0,48.0,55.0,61.0,52.0,62.0,57.0,44.0,57.0,60.0,66.0,67.0,57.0,55.0,62.0,55.0,58.0,46.0,49.0,40.0,42.0,30.0,54.0,57.0,56.0,59.0,46.0,41.0,49.0,7.0,6.0,15.0,13.0,12.0
M. Matic,22,55,10.0,9.0,10.0,27.0,9.0,11.0,14.0,12.0,16.0,12.0,30.0,18.0,32.0,37.0,42.0,26.0,60.0,29.0,53.0,9.0,22.0,10.0,7.0,36.0,13.0,42.0,12.0,10.0,14.0,60.0,57.0,60.0,55.0,53.0
Chang Feiya,25,55,53.0,55.0,59.0,58.0,44.0,57.0,42.0,31.0,49.0,48.0,78.0,70.0,74.0,56.0,71.0,46.0,55.0,69.0,42.0,31.0,31.0,17.0,56.0,63.0,49.0,50.0,55.0,29.0,36.0,9.0,6.0,12.0,13.0,7.0
J. Kayode,18,55,27.0,55.0,58.0,38.0,35.0,45.0,27.0,28.0,20.0,55.0,67.0,70.0,52.0,42.0,51.0,56.0,62.0,65.0,69.0,35.0,45.0,22.0,57.0,45.0,55.0,44.0,17.0,18.0,17.0,11.0,14.0,9.0,12.0,7.0
A. Arigoni,19,55,46.0,26.0,53.0,42.0,34.0,49.0,41.0,29.0,37.0,48.0,64.0,63.0,67.0,56.0,62.0,33.0,56.0,61.0,71.0,33.0,62.0,55.0,45.0,30.0,32.0,41.0,50.0,58.0,57.0,8.0,9.0,7.0,9.0,7.0
R. McGinley,18,55,52.0,51.0,34.0,50.0,35.0,56.0,42.0,38.0,42.0,54.0,75.0,74.0,73.0,43.0,78.0,60.0,55.0,67.0,50.0,44.0,40.0,17.0,45.0,45.0,45.0,49.0,20.0,24.0,21.0,11.0,11.0,10.0,9.0,12.0
T. Amos,20,55,15.0,13.0,20.0,24.0,12.0,22.0,17.0,13.0,30.0,28.0,22.0,24.0,32.0,48.0,17.0,20.0,30.0,27.0,59.0,16.0,24.0,15.0,8.0,31.0,19.0,33.0,17.0,12.0,13.0,48.0,54.0,56.0,58.0,57.0
Y. Taki,18,55,38.0,46.0,32.0,62.0,38.0,60.0,42.0,42.0,57.0,56.0,75.0,69.0,72.0,53.0,82.0,45.0,53.0,38.0,31.0,36.0,28.0,39.0,48.0,56.0,40.0,51.0,43.0,52.0,51.0,13.0,9.0,13.0,12.0,6.0
D. Błanik,21,55,53.0,41.0,53.0,55.0,33.0,49.0,51.0,34.0,50.0,51.0,77.0,75.0,57.0,43.0,82.0,51.0,55.0,69.0,50.0,39.0,65.0,46.0,51.0,47.0,47.0,43.0,35.0,43.0,45.0,5.0,14.0,8.0,10.0,12.0
Y. Nishimura,18,55,54.0,42.0,61.0,64.0,41.0,59.0,38.0,52.0,58.0,58.0,69.0,67.0,65.0,52.0,64.0,42.0,58.0,38.0,57.0,42.0,54.0,58.0,46.0,41.0,43.0,42.0,42.0,61.0,58.0,6.0,15.0,13.0,14.0,14.0
M. Howarth,19,55,49.0,51.0,47.0,59.0,49.0,60.0,52.0,51.0,57.0,58.0,62.0,64.0,63.0,52.0,70.0,47.0,58.0,65.0,53.0,42.0,51.0,32.0,52.0,54.0,50.0,55.0,45.0,41.0,44.0,9.0,10.0,5.0,9.0,11.0
S. Mann,21,55,42.0,32.0,55.0,61.0,28.0,54.0,37.0,38.0,56.0,56.0,66.0,67.0,53.0,54.0,81.0,46.0,64.0,54.0,47.0,31.0,58.0,46.0,43.0,60.0,40.0,42.0,46.0,44.0,53.0,6.0,6.0,8.0,14.0,8.0
M. Karlsson,22,55,11.0,6.0,14.0,17.0,7.0,10.0,9.0,11.0,26.0,15.0,29.0,27.0,25.0,54.0,34.0,16.0,55.0,30.0,55.0,6.0,32.0,15.0,3.0,38.0,14.0,37.0,16.0,9.0,13.0,56.0,52.0,58.0,52.0,57.0
Y. Oki,18,55,11.0,12.0,16.0,20.0,9.0,12.0,9.0,11.0,16.0,15.0,35.0,38.0,46.0,54.0,51.0,14.0,66.0,17.0,64.0,10.0,21.0,11.0,6.0,31.0,15.0,23.0,28.0,11.0,10.0,57.0,50.0,55.0,50.0,61.0
R. Swan,22,55,27.0,55.0,53.0,49.0,52.0,52.0,51.0,51.0,44.0,53.0,66.0,67.0,65.0,49.0,63.0,55.0,67.0,58.0,60.0,51.0,52.0,14.0,53.0,52.0,51.0,55.0,17.0,15.0,16.0,8.0,7.0,15.0,7.0,15.0
D. Noone,21,55,39.0,45.0,52.0,56.0,38.0,57.0,35.0,33.0,53.0,57.0,52.0,64.0,56.0,54.0,59.0,45.0,56.0,62.0,54.0,39.0,42.0,45.0,47.0,54.0,42.0,48.0,38.0,51.0,49.0,13.0,9.0,10.0,6.0,7.0
Wang Liang,28,55,58.0,36.0,40.0,66.0,43.0,66.0,45.0,41.0,63.0,64.0,64.0,63.0,60.0,61.0,61.0,44.0,39.0,66.0,62.0,35.0,38.0,52.0,47.0,49.0,43.0,68.0,55.0,43.0,38.0,10.0,11.0,14.0,12.0,6.0
M. Ross Jensen,17,55,48.0,22.0,56.0,56.0,21.0,45.0,26.0,20.0,58.0,52.0,66.0,68.0,52.0,46.0,58.0,40.0,68.0,64.0,64.0,20.0,52.0,50.0,28.0,30.0,36.0,46.0,48.0,56.0,54.0,8.0,13.0,10.0,7.0,12.0
F. Kraft,19,55,10.0,10.0,11.0,28.0,6.0,18.0,7.0,11.0,15.0,34.0,34.0,26.0,40.0,49.0,49.0,28.0,70.0,35.0,61.0,7.0,22.0,10.0,7.0,34.0,20.0,32.0,21.0,8.0,9.0,58.0,53.0,56.0,50.0,59.0
A. Bonnah,18,55,46.0,44.0,41.0,59.0,39.0,55.0,40.0,37.0,56.0,57.0,67.0,65.0,66.0,50.0,73.0,50.0,59.0,70.0,58.0,38.0,47.0,37.0,45.0,52.0,41.0,51.0,53.0,50.0,48.0,12.0,12.0,10.0,10.0,12.0
M. Barker,24,55,54.0,44.0,49.0,54.0,43.0,52.0,43.0,35.0,52.0,52.0,64.0,63.0,62.0,51.0,56.0,47.0,60.0,65.0,57.0,47.0,54.0,45.0,42.0,38.0,37.0,46.0,46.0,55.0,53.0,12.0,7.0,10.0,15.0,9.0
O. Bayode,19,55,53.0,38.0,48.0,47.0,39.0,54.0,42.0,35.0,34.0,55.0,72.0,73.0,67.0,51.0,68.0,44.0,67.0,68.0,55.0,36.0,43.0,42.0,53.0,46.0,49.0,48.0,48.0,47.0,42.0,10.0,13.0,6.0,6.0,10.0
C. Bassett,16,55,57.0,44.0,47.0,60.0,34.0,55.0,49.0,48.0,56.0,55.0,64.0,63.0,60.0,56.0,70.0,56.0,55.0,47.0,53.0,49.0,58.0,52.0,47.0,52.0,53.0,48.0,52.0,54.0,52.0,14.0,15.0,11.0,12.0,5.0
Víctor Gómez,18,55,51.0,23.0,47.0,55.0,30.0,50.0,42.0,30.0,42.0,47.0,61.0,63.0,56.0,54.0,68.0,42.0,63.0,64.0,57.0,31.0,51.0,57.0,41.0,39.0,37.0,42.0,56.0,48.0,46.0,11.0,9.0,12.0,12.0,6.0
B. Berríos,20,55,52.0,43.0,36.0,62.0,43.0,54.0,47.0,50.0,55.0,55.0,70.0,68.0,70.0,54.0,63.0,51.0,55.0,70.0,52.0,48.0,50.0,35.0,51.0,51.0,51.0,60.0,55.0,34.0,30.0,13.0,8.0,10.0,8.0,8.0
N. Logue,22,55,24.0,20.0,57.0,48.0,22.0,24.0,21.0,23.0,40.0,30.0,56.0,59.0,47.0,45.0,57.0,36.0,71.0,61.0,64.0,23.0,58.0,49.0,29.0,31.0,30.0,50.0,50.0,56.0,55.0,6.0,10.0,6.0,9.0,6.0
D. Dennehy,29,55,27.0,33.0,57.0,41.0,39.0,22.0,30.0,27.0,35.0,32.0,30.0,35.0,30.0,51.0,29.0,49.0,58.0,57.0,79.0,23.0,54.0,52.0,44.0,37.0,37.0,43.0,53.0,54.0,52.0,14.0,16.0,10.0,15.0,16.0
S. Harding,29,55,53.0,28.0,54.0,53.0,29.0,46.0,31.0,32.0,50.0,50.0,53.0,53.0,55.0,54.0,64.0,55.0,61.0,54.0,68.0,32.0,59.0,53.0,45.0,42.0,42.0,52.0,55.0,53.0,56.0,10.0,11.0,6.0,8.0,11.0
K. Sibille,19,55,29.0,17.0,57.0,38.0,20.0,24.0,26.0,24.0,35.0,26.0,57.0,61.0,39.0,41.0,54.0,44.0,56.0,67.0,67.0,19.0,46.0,48.0,20.0,20.0,44.0,44.0,62.0,58.0,57.0,9.0,14.0,9.0,9.0,10.0
C. Oxlade-Chamberlain,20,55,43.0,40.0,45.0,58.0,32.0,50.0,40.0,35.0,54.0,55.0,75.0,79.0,62.0,50.0,52.0,51.0,59.0,75.0,69.0,46.0,43.0,48.0,47.0,48.0,38.0,42.0,42.0,52.0,47.0,5.0,7.0,12.0,10.0,9.0
J. Guttau,18,55,42.0,42.0,41.0,55.0,41.0,58.0,44.0,42.0,58.0,58.0,78.0,63.0,79.0,53.0,79.0,53.0,65.0,44.0,34.0,41.0,47.0,29.0,43.0,49.0,39.0,55.0,24.0,42.0,39.0,14.0,9.0,10.0,10.0,5.0
N. Hunt,34,55,59.0,43.0,59.0,48.0,40.0,52.0,57.0,40.0,42.0,54.0,39.0,41.0,34.0,55.0,55.0,47.0,53.0,66.0,81.0,41.0,68.0,60.0,40.0,49.0,56.0,54.0,59.0,54.0,51.0,10.0,16.0,9.0,6.0,13.0
E. Çetindere,18,55,41.0,32.0,60.0,64.0,32.0,53.0,48.0,47.0,52.0,57.0,57.0,62.0,58.0,58.0,86.0,59.0,57.0,45.0,31.0,33.0,59.0,50.0,40.0,46.0,53.0,49.0,45.0,59.0,58.0,5.0,14.0,12.0,14.0,5.0
